name,gender
Rudolph Isley,man
Chris Jasper,man
Tracey Thorn,woman
Anne Dudley,woman
Alvin Flythe,unknown
Skee‐Lo,man
DeVante Swing,man
Thomas Davis,man
Teddy Douglas,unknown
Jay Steinhour,unknown
Michael Anthony,unknown
Sammy Hagar,man
Alex Van Halen,man
Eddie Van Halen,man
Dave Pirner,man
Keith Crouch,man
Glenn McKinney,man
"Chris ""Mac Daddy"" Kelly",man
Chrissie Hynde,woman
Tom Kelly,man
Slick Rick,man
Jan Ericsson,man
Örjan Öberg,man
Pat Reiniz,unknown
Tolga Katas,man
Stevie B,man
F. D'Allessandro,unknown
Bill Leverty,man
CJ Snare,man
Michael J. Powell,man
Gerald Jackson,man
Pete Jackson,man
Frank Hassas,man
Olaf Jeglitza,man
Jürgen Wind,man
Kipper Jones,man
Robert Jerald,man
Ken Miller,unknown
Lolly Vegas,man
David Baerwald,man
Bill Bottrell,man
Wyn Cooper,man
Kevin Gilbert,man
Joe Howell,man
Herb Middleton,unknown
Mark South,man
Better Than Ezra,group
Giorgio Spagna,man
M. Gaffey,unknown
P. Glenister,unknown
Sam Sneed,man
Kevin Savigar,man
Stephanie Tyrell,woman
Steve Tyrell,man
Jamie Walters,man
Tony Pizarro,man
DF Master Tee,man
Kingsley Gardner,man
Diana King,woman
Quickmix,man
Rahsaan Patterson,man
Robert “Kool” Bell,man
Ronald Bell,man
Don Boyce,man
George Brown,man
Tone Capone,man
Denzil Foster,man
Garrick Husband,unknown
Jay King,man
Michael Marshall,man
Thomas McElroy,man
Robert Spike Mickens,man
Claydes Smith,man
Dennis “D.T.” Thomas,man
Ricky West,man
Yukmouth,man
Justin Currie,man
David Ricketts,man
Jeff Pence,man
Matthew Senatore,man
Eliot Sloan,man
Heavy D,man
Des’ree,woman
Ashley Ingram,man
Eugene Hanes,man
Loren Hill,unknown
Marc Valentine,man
Milton Davis,man
Maribeth Derry,woman
Jennifer Kimball,woman
Michael Kamen,man
Oji Pierce,man
Junior Torello,man
Jimmy Scott,man
Tom Snow,woman
Tommy Barnes,man
John D. Loudermilk,man
Gene Simmons,man
Judy Parker,woman
Gus Isidore,unknown
Larry W. Johnson,man
Craig J. Martin,man
Queen Latifah,woman
Dr. Bob Khozouri,man
Mark Stevens,man
Joshua Kadison,man
Nosie Katzmann,man
Jay Supreme,man
S. Levis,unknown
Stan Vincent,man
Richard Supa,man
Andy Bell,man
Vince Clarke,man
Phil Collins,man
Aaron Hall,man
Kenneth Burrell,man
DJ Battlecat,man
Domino,man
Gabrielle,woman
Tim Laws,man
Doug Hopkins,man
Joe Perry,man
Patti Smith,woman
Steve Gibson,man
Cecil Glenn,man
Chris Jackson,man
Brad Roberts,man
Billy Jackson,man
Roy Straigis,man
George Williams,man
Michael Bolton,man
Michael Cretu,man
Sandra Denton,woman
Otwane Roberts,unknown
Salt,man
Mark Sparks,man
Ike Turner,man
Fred Alexander,man
Norman Beavers,man
Marvin Craig,man
Brian Dobbs,man
Fred Lewis,man
Tiemeyer McCain,man
Thomas Shelby,man
Stephen Shockley,man
Otis Stokes,man
Mark Adam Wood,man
Miguel A. Morejón,man
Beck,man
Karl Stephenson,man
Tom Evans,unknown
Pete Ham,man
Hurby Azor,man
Dave Crawford,man
Richard Page,man
Warren G,man
Peter Frampton,man
Albert Hammond,man
Mary Applegate,woman
Wolfgang Detmann,man
Gunther Mende,man
Jennifer Rush,woman
Ulf Ekberg,man
Lisa Loeb,woman
Mark Hudson,man
Mark Levinthal,unknown
Bill Manspeaker,unknown
Alan Griffiths,man
Roland Orzabal,man
Tim Hardin,man
Peter Cox,man
Richard Drummie,man
Martin Page,man
Ice Cube,man
Lowell Fulson,man
Jimmy McCracklin,man
Barry Coffing,unknown
Captain Hollywood,man
Ian Lewis,man
Roger Lewis,man
Brandon Barnes,man
Melanie Barnes,woman
Shep Pettibone,man
Tony Shimkin,unknown
Matt Aitken,man
Mike Stock,man
Pete Waterman,man
Jerry Corbitt,man
Louis Freese,man
Larry Muggerud,man
Sen Dog,man
Barry White,man
Taylor Rhodes,man
Joe Elliott,man
Money B,man
Shirley Murdock,woman
Harry Chapin,man
Sandra Campbell Chapin,woman
L.A. Reid,man
Warren Cuccurullo,man
Simon Le Bon,man
Nick Rhodes,man
John Taylor,man
Vincent Brown,man
Steve DuBerry,man
Billy Lawrie,man
Lulu,woman
Nickolas Ashford,man
Valerie Simpson,man
Juan Bautista,man
Will Harris,man
Thea Austin,woman
Benito Benites,man
Durron Butler,man
John “Virgo” Garrett III,man
Van Morrison,man
Speech,man
Chris Barron,man
Aaron Comess,man
Eric Schenkman,man
Mark White,man
Charlie Reid,unknown
Craig Reid,unknown
Michael Caruso,man
Tonio K.,man
Billy Joel,man
Linda Thompson,woman
Jackey Beavers,man
Harvey Fuqua,man
Vassal Benford,man
Ronald Spearman,man
Fred Parris,man
The D.O.C.,man
Edmond Leary,unknown
MC Shan,man
Snow,unknown
Dolly Parton,woman
Luigi Creatore,man
Hugo Peretti,man
George David Weiss,man
Charles Bobbitt,man
John Starks,man
Fred Wesley,man
Anthony Johnson,man
Roy Murray,man
Keith Sweat,man
Michael Leeson,man
Peter Vale,man
Phil Collen,man
Rick Savage,man
Jere McAllister,man
Eric Miller,man
Chantay Savage,woman
Gary Chapman,man
Amy Grant,woman
Keith Thomas,man
Alex Call,man
Eric Martin,man
André Pessis,man
Michael Omartian,man
Krazy Drayz,man
Skoob,unknown
Jay Gruska,man
Jimmy Cauty,man
Bill Drummond,man
Ricardo Lyte,man
Michael Bivins,man
Mike Reid,man
Steve “Silk” Hurley,man
Kym Sims,woman
Marc Williams,man
Vic Mizzy,man
Howard Ashman,man
Marky Mark,man
Lou Reed,man
Amir Shakir,man
Robert Smith,man
Whitfield Crane,man
Klaus Eichstadt,unknown
Peter Lord Moreland,man
Calvin Lewis,man
Andrew Wright,man
Dean Dinning,man
Randy Guss,man
Todd Nichols,unknown
Glen Phillips,man
Zac Harmon,man
Bruce Sterling,man
Christopher Troy,unknown
Karyn White,woman
Attrell S. Cordes,man
Billie Calvin,woman
Marcella Detroit,woman
Jean Guiot,man
Gary Kemp,man
Ronnie DeVoe,man
Freddie Mercury,man
Tevin Campbell,man
Sally Jo Dakota,unknown
Bobby Brown,man
Stylz,unknown
Jake Carter,man
Joe Sayles,man
Nathan Sayles,man
Kevin Scott,man
Dwight Wyatt,man
Curtis Mayfield,man
Christine Yarian,man
Glen Burtnik,man
Patty Smyth,woman
Jarvis Baker,man
Sylvester Jackson,man
Shanice,woman
Dave Appell,man
Kal Mann,man
Felipe Delgado,man
Rodney Jackson,man
Elbert Linnear,man
CeCe Peniston,woman
Bernard Belle,man
Axl Rose,man
Hal Davis,man
Willie Hutch,man
Bob West,man
Don Von Tress,man
David Grahame,man
Bryan Abrams,man
Mark Calderon,man
Steve Cropper,man
Howie Tee,man
Kevin Thornton,man
Eric Clapton,man
Phil Galdston,man
Jon Lind,man
Wendy Waldman,woman
Leroy Bonner,man
Marshall Jones,man
"Ralph ""Pee Wee"" Middlebrooks",man
Junie Morrison,man
Norman Napier,man
Joe “The Butcher” Nicolo,man
Marvin “Merv” Pierce,man
Clarence Satchell,man
Greg Webster,man
Gerardo,man
Alberto Slezynger,man
Rosa Soy,woman
Christian Carlos Warren,man
Dmitry Brill,woman
鄭東和,man
Lady Miss Kier,woman
Paul Taylor,man
Nik Kershaw,man
Joey Allen,man
Jerry Dixon,man
Jani Lane,man
Steven Sweet,man
Erik Turner,man
Guy Sigsworth,man
Chris DeGarmo,man
Rudy Clark,man
Mike Edwards,man
Chris Isaak,man
Bobby Dall,man
C.C. DeVille,man
Bret Michaels,man
Rikki Rockett,man
D Mob,man
Larry John McNally,man
Bill Berry,man
Peter Buck,man
Mike Mills,man
Michael Stipe,man
The Escape Club,group
Smokey Robinson,man
Bobby Rogers,man
Rick Astley,man
Rob Fisher,man
Ben Margulies,man
Dennis DeYoung,man
Mabon Hodges,man
John Capek,man
Marc Jordan,man
Earthquake,man
Robert W. Parissi,man
Vanilla Ice,man
Gunnar Nelson,man
Matthew Nelson,man
Marc Tanner,man
Richard Wilson,man
Les Emmerson,man
Curly M.C.,man
David Fairstein,man
F. Gregorian,man
Frank Peterson,man
Chrissy Amphlett,woman
Mark McEntee,man
Daniele Davoli,man
Mirko Limoni,unknown
Valerio Semplici,man
Clif Magness,man
Marcus Miller,man
Luther Vandross,man
Teddy Vann,man
Nuno Bettencourt,man
Gary Cherone,man
Paula Abdul,woman
V. J. Smith,man
Sandra St. Victor,woman
Klaus Meine,man
Emilio Estefan,man
Jimmy Chambers,man
George Chandler,man
Jimmy Helms,man
William Henshall,man
Charlie Peacock,man
Chynna Phillips,woman
Carnie Wilson,woman
Wendy Wilson,woman
Robert White Johnson,man
Ingrid Chavez,woman
Hula & K. Fingers,unknown
Michael Gore,man
Dean Pitchford,man
Julie Gold,woman
Jack Blades,man
Ted Nugent,man
Tommy Shaw,man
Warren Allen Brooks,unknown
Donnie Wahlberg,man
Robert Clivillés,man
Frederick B. Williams,man
Willie Clarke,man
Dr. Freeze,man
Betty Wright,woman
Timmy T,man
James Atkin,man
Derry Brownson,man
Mark Decloedt,man
Zac Foley,man
Ian Morgan,man
Nikki Sixx,man
Joe Flizzow,man
Leaflizard,unknown
Malique,man
Biz Markie,man
Morris Day,man
Paul Stanley,man
Maurice Starr,man
Dino,man
Doctor Ice,man
Frank Farian,man
Brad Nail,man
P.G. Wilder,unknown
Kate Pierson,woman
Fred Schneider,man
Keith Strickland,man
Cindy Wilson,woman
Frank Hannon,man
Jeff Keith,man
Thomas de Quincey,man
Ya Kid K,woman
Chas Sandford,man
Jason Scheff,man
Rachel Bolan,man
Dave “The Snake” Sabo,man
Daryl Stuermer,man
Lou Gramm,man
Holly Knight,woman
Mike Patton,man
Martin L. Gore,man
Reggie Calloway,man
Vincent Calloway,man
Melvin Gentry,man
Belinda Lipscomb,woman
Jud Friedman,man
Allan Rich,man
Barbara Acklin,woman
Chocolate,man
David L. Elliott,man
Terry Steele,man
Nellee Hooper,man
Simon Law,man
Beresford Romeo,man
Caron Wheeler,woman
Gardner Cole,man
James Newton Howard,man
Robert Waldrop,man
Tommy Page,man
Danny Wood,man
Arthur Baker,man
Tommy Faragher,man
Lotti Golden,woman
Tom Waits,man
Antoinette Colandero,unknown
Charlie Pennachio,man
Sly Stone,man
Billy Idol,man
David Werner,man
Ian Prince,man
David Tyson,man
Christopher Ward,man
Oliver Leiber,man
Doug James,man
Barry Mann,man
Alice Cooper,man
John McCurry,man
Don Henley,man
Ross Vannelli,man
Lewis A. Martineé,man
Deon Estus,man
Jazzie B,man
Donna Summer,woman
Lita Ford,woman
Ozzy Osbourne,man
Edie Brickell,woman
Lisa Montgomery,woman
Geneva Paschal,unknown
Steven Adler,man
Duff McKagan,man
Slash,man
Izzy Stradlin,man
Clive Farrington,man
Michael Floreale,unknown
Andrew Mann,man
Darnell Bristol,man
Steve McClintock,man
Rick Allen,man
Steve Clark,man
Preston Glass,man
Gerry Goffin,man
Michael Masser,man
Jesse Harms,man
John Hiatt,man
Fred Koller,man
Susanna Hoffs,woman
Vito Bratta,man
Mike Tramp,man
Curt Smith,man
Stephen Bray,man
Bernard Jackson,man
Young MC,man
Daniel Ash,man
Max Carl,man
Jeff Carlisi,man
Cal Curtis,man
Matt Dike,man
Michael Ross,unknown
André Cymone,man
Jody Watley,woman
David Essex,man
Ian Hunter,man
Roland Gift,man
David Steele,man
Arnold Lanni,man
David Glasper,man
Marcus Lillington,man
Ian Spice,man
Neneh Cherry,woman
Cameron McVey,man
Jamie J. Morgan,man
Phil Ramocon,man
Marc Dalton,unknown
Brad Howell,man
B.A. Robertson,man
Mike Rutherford,man
Michael Jay,man
Martika,woman
Alex Forbes,man
Jeff Franzel,man
Simon Climie,man
Dennis Morgan,man
Lamont Dozier,man
Dietmar Kawohl,man
Anita Baker,woman
Randy Holland,man
Skip Scarborough,man
Elliot Wolff,man
Allen Collins,man
Ronnie Van Zant,man
Gene Griffin,man
Larry Henley,man
Jeff Silbar,man
Ky Adeyemo,man
Rodney Holloman,man
Kevin Liles,man
Bill Pettaway,man
DJ Spen,man
David Lee Roth,man
Brett Tuggle,man
Steve Winwood,man
Mark Mangold,woman
Iva Davies,man
John Oates,man
Kurt Harland,man
Paul Robb,man
Joan Jett,woman
Rob Friedman,man
Eddie Schwartz,man
Scott Cutler,man
Jeff Hull,man
Johnny Christopher,woman
Mark James,man
Wayne Carson Thompson,man
Bruce Hornsby,man
John Hornsby,man
Arnie Roman,man
Seth Swirsky,man
Pebbles,woman
Bobby Nunn,man
Daryl Hall,man
Otis Blackwell,man
Elvis Presley,man
Terence Trent D’Arby,man
David Paul Bryant,man
Debbie Gibson,woman
Ernie Gold,man
The Jets,group
Mike Love,man
Scott McKenzie,man
Terry Melcher,man
John Phillips,man
Patrick Swayze,man
Stacy Widelitz,man
Neil Diamond,man
Clark Datchler,man
Chuck Jackson,man
Frank Wildhorn,man
Bobby McFerrin,man
Toni Wine,woman
John DeNicola,man
Franke Previte,man
Siedah Garrett,woman
Jimmy George,man
Johnnie Christo,unknown
John Holliday,man
Amos Pizzey,man
Trevor Steel,man
Milan Zekavica,unknown
David Coverdale,man
John Sykes,man
Billy Ocean,man
Nick Graham,man
Bob Mitchell,man
Eddie Holland,man
Lois Blaisch,woman
Ellen Shipley,woman
Neil Tennant,man
Allee Willis,woman
James “J.T.” Taylor,man
Curtis “Fitz” Williams,man
Phil Cody,man
Mike Duke,man
Steven Greenberg,man
Tom Whitlock,man
Nick Van Eede,man
Luther Ingram,man
Sir Mack Rice,man
Luthar Ingram,man
Neil Finn,man
Mitchell Froom,man
Jim Peterik,man
Frankie Sullivan,man
Christine McVie,woman
Eddy Quintela,unknown
Lou Pardini,man
Peter Gabriel,man
Beverly Chapin-Hill,woman
Dan Hill,man
Andy Connell,man
Corinne Drewery,woman
Martin Jackson,man
Swing Out Sister,group
Bo Watson,man
Martin Fry,man
Enrique Garcia,man
Al Connelly,man
Alan Frew,man
William Bell,man
Booker T. Jones,man
Bill Gibson,man
Sean Hopper,man
Huey Lewis,man
Essra Mohawk,woman
Bruce Gaitsch,man
Mic Murphy,man
Mic Michaeli,man
Joey Tempest,man
Dan Gilroy,man
Chris de Burgh,man
Jon Astrop,man
Pete Q. Harris,man
Mark Shreeve,man
Rupert Holmes,man
Carol Decker,woman
Ron Rogers,man
Peter Rafelson,man
Paul Gordon,man
Henry Marx,man
William P. McCord,man
Billy Vera,man
Melanie Andrews,woman
Lindsey Buckingham,man
Harold Faltermeyer,man
Keith Forsey,man
Bob Seger,man
Ritchie Cordell,man
David Lewis,man
Wayne Lewis,man
Bobby Bloom,man
Bo Gentry,man
Tommy James,man
Bernie Marsden,man
Mark Holding,man
Duncan Pain,man
Gregory Abbott,man
Liam Sternberg,man
Richard Baskin,man
Randy Goodrum,man
Steve Lukather,man
Keith Diamond,man
Ernesto Phillips,man
Justin Hayward,man
Tom Bailey,man
Alannah Currie,woman
Joe Leeway,man
Gilbert Gabriel,man
Nick Laird-Clowes,man
Roger Taylor,man
Marty Kessler,man
Regina,woman
Tony Banks,man
Gene Black,man
Mike Chapman,man
Ric Ocasek,man
Frank Beard,man
Billy Gibbons,man
Dusty Hill,man
Lawrence Dermer,man
Joe Galdo,man
Rafael Vigil,unknown
Alex Hill,man
Marcus Thompson,man
Jerry Knight,man
Aaron Zigman,man
Green Gartside,man
Mark Knopfler,man
Ina Wolf,woman
Peter Wolf,man
Naimy Hackett,woman
Terry Britten,man
Graham Lyle,man
Dan Hartman,man
Charlie Midnight,man
Martin Cooper,man
Paul Humphreys,man
Andy McCluskey,man
Rod Temperton,man
John Spinks,man
Jeff Barry,man
Ellie Greenwich,woman
Phil Spector,man
Sade Adu,woman
Christopher Neil,man
Tom Scholz,man
Howard Jones,man
Robbie van Leeuwen,man
Paula Jean Brown,woman
Mitchel Young Evans,man
James Whelan,man
John Smith,man
Sam Reid,unknown
Wayne Brathwaite,man
Barry Eastmond,man
Brian Elliot,man
Ferdi Bolland,man
Rob Bolland,man
Falco,man
Mick Hucknall,man
Wally Badarou,man
Boon Gould,man
Phil Gould,man
Mark King,man
Mike Lindup,man
Chris Hayes,man
Walter Bloch,man
Ann Wilson,woman
Nancy Wilson,woman
Charlie Burchill,man
Jim Kerr,man
Michael MacNeil,man
Diane Nini,woman
Chris Lowe,man
John Lang,man
Sue Gatlin,woman
Tim Greene,man
John Dixon Mitchell,man
Steve George,man
Ralph Dino,man
Larry Di Tomaso,man
Andrea LaRusso,unknown
Peggy Stanziale,woman
Danny Kortchmar,man
Brenda Harvey–Richie,woman
Aretha Franklin,woman
Jesse Johnson,man
Alan Fitzgerald,man
Jim Bonnefond,man
Brian Wilson,man
Jay Graydon,man
Janna Allen,woman
Andy Taylor,man
Justin Clayton,man
Julian Lennon,man
Carlton Morales,man
Brian Allen,man
Sheron Alton,woman
Kimberley Rew,man
Aimee Mann,woman
Annie Lennox,woman
Jules Shear,man
Raymond St. John,man
Nicky Chinn,man
Peter Brown,man
Robert Rans,man
Michael Des Barres,man
LaLa,woman
Charlie Dore,woman
Julian Littman,man
Corey Hart,man
Dennis Lambert,man
Walter Orange,unknown
Eric Lowen,man
Dan Navarro,man
David Pack,man
Vincent Brantley,man
Rick Timas,man
Phil Phillips,man
Gordon Strozier,man
Gerald Valentine,man
Glenn Frey,man
Jack Tempchin,man
Danny Sembello,man
Stephen Bishop,man
Magne Furuholmen,man
Morten Harket,man
Paul Waaktaar-Savoy,man
John Parr,man
Clifford Adams,man
Steve Schiff,man
Johnny Colla,man
Kevin Cronin,man
Philip Bailey,man
Nathan East,man
Ian Stanley,man
Andrew Ridgeley,man
Chris Hughes,man
Charlotte Caffey,woman
Kathy Valentine,woman
Brad Gillis,man
Peter Schilling,man
John Cafferty,man
Mick Jagger,man
Keith Richards,man
Todd Sharp,man
Michael Ray,man
Christopher Cross,man
Robbin Crosby,man
Warren DeMartini,man
Stephen Pearcy,man
James Ingram,man
Michael McDonald,man
Boy George,man
Mikey Craig,man
Roy Hay,man
Jon Moss,man
John Lennon,man
Curtis Hudson,man
Lisa Stevens,woman
Kirsty MacColl,woman
Sara Allen,woman
Irene Cara,woman
Bunny Hull,woman
Giorgio Moroder,man
Darren Costin,unknown
Nick Feldman,man
Jack Hues,man
Noddy Holder,man
Jim Lea,man
Rick Springfield,man
Randy Hansen,man
Duane Hitchings,man
Rowland Robinson,man
Rod Stewart,man
Deborah Carter,woman
Trevor Lawrence,man
Anita Pointer,woman
June Pointer,woman
Ruth Pointer,man
Steve Stevens,man
Chris Barbosa,man
Ed Chisolm,man
Nick Gilder,man
Peter Beckett,man
Kelly Keagy,man
Reggie Lucas,man
Rick Chertoff,man
Gary Corbett,man
Steve Lunt,man
Bill Cuomo,man
Craig Krampf,man
Rockwell,man
John Waite,man
Steve Piccolo,man
Harro Steffen,man
Coz Canler,unknown
Jimmy Marinos,man
Wally Palmar,man
Mike Skill,man
Peter Solley,man
Stephen Mitchell,man
Marti Sharron,woman
Gary Skardina,man
Robert Hazard,man
Phil Pickett,man
Ray Parker Jr.,man
Jon Anderson,man
Trevor Rabin,man
Chris Squire,man
Pete Willis,man
Geoff Downes,man
John Wetton,man
Dave Grusin,man
Troy Seals,man
Eddie Setser,man
Vince DiCola,man
Frank Stallone,man
Joe Jackson,man
Lloyd “Judge” Ferguson,man
Jackie Mittoo,man
Fitzroy “Bunny” Simpson,man
Colin Hay,man
Garry Frost,man
Frances Swan,woman
Brian Setzer,man
Jackson Browne,man
Paul Dean,man
Bruce Fairbairn,man
Mike Oldfield,man
Tim Cross,man
Rick Fenn,man
Mike Frye,man
Morris Pert,man
Eric Kagna,man
Kenny Loggins,man
Graeham Goble,man
Pete Byrne,man
Mike Barson,man
Mark Bedford,man
Carl Smyth,man
Suggs,man
Lee “Kix” Thompson,man
Daniel Woodgate,man
Iggy Pop,man
Fee Waybill,man
Giancarlo Bigazzi,man
Umberto Tozzi,man
Trevor Veitch,man
Ray Davies,man
Wayne Vaughn,man
Adam Ant,man
Marco Pirroni,man
Irving Berlin,man
Jo Callis,man
Philip Oakey,man
Ivan Doroschuk,man
Eddy Grant,man
Odell Brown,man
David Ritz,man
Kevin Adams,man
Jimmy Paterson,man
Kevin Rowland,man
Michael Sembello,man
Russ Ballard,man
George Kooymans,man
Thomas Dolby,woman
Tim Kerr,man
Nick Beggs,man
Limahl,man
David Paich,man
Jeff Porcaro,man
Marty Wilde,man
Ricky Wilde,man
Steve Dorff,man
Marty Panzer,man
Peter Allen,man
Greg Guidry,man
David C. Martin,man
Matt Frenette,man
Mike Reno,man
Glenn Shorrock,man
Kerryn Tolhurst,man
Layng Martine,man
Jane Wiedlin,woman
Eumir Deodato,man
John Farrar,man
Kool & the Gang,unknown
Ed Sanford,man
Pete Lucia,man
Paul Davis,man
Tony Coleman,man
Kathy Wakefield,woman
Benjamin Wright,man
Bill Dees,man
Roy Orbison,man
Frank Maudsley,man
Paul Reynolds,unknown
Ali Score,man
Mike Score,man
Richard Parker,man
Bobby Whiteside,man
Teddy Randazzo,man
Lou Stallman,man
Bobby Weinstein,man
David Malloy,man
Kenny Rogers,man
Thom Schuyler,man
Even Stevens,man
Merria Ross,woman
Gary Osborne,man
Paul Kelly,man
Don Barnes,man
Eddie Money,man
Randy Oda,man
Graham Nash,man
Tim DuBois,man
Jim Hurt,man
George Goldner,man
